supplier_id,name,region,reliability_score
SUP-0844,Ironwood Components Co. #844,Windrift,0.73
SUP-0845,Cobalt Peak Metal Forms Inc. #845,Marrow Vale,0.77
SUP-0846,Windrift Components Co. #846,Stonebrook Junction,0.93
SUP-0847,Windrift Components Co. #847,Emberfield,0.79
SUP-0848,Windrift Metal Forms Inc. #848,Windrift,0.85
SUP-0849,Riverside Metal Forms Inc. #849,Windrift,0.89
SUP-0850,Cobalt Peak Precision Works #850,Stonebrook Junction,0.95
SUP-0851,Northfield Components Co. #851,Verdant Hollow,0.88
SUP-0852,Cobalt Peak Tooling Group #852,Kestrel Bay,0.9
SUP-0853,Graystone Metal Forms Inc. #853,Aurelport,0.76
SUP-0854,Northfield Metal Forms Inc. #854,Lindmoor,0.72
SUP-0855,Graystone Metal Forms Inc. #855,Marrow Vale,0.77
SUP-0856,Windrift Fabrication Ltd. #856,Windrift,0.93
SUP-0857,Northfield Components Co. #857,Windrift,0.74
SUP-0858,Ashgrove Precision Works #858,Verdant Hollow,0.76
SUP-0859,Ashgrove Precision Works #859,Lindmoor,0.93
SUP-0860,Ashgrove Precision Works #860,Stonebrook Junction,0.8
SUP-0861,Amberfield Metal Forms Inc. #861,Emberfield,0.79
SUP-0862,Graystone Metal Forms Inc. #862,Lindmoor,0.96
SUP-0863,Ironwood Precision Works #863,Northfell,0.9
SUP-0864,Kestrel Fabrication Ltd. #864,Lindmoor,0.89
SUP-0865,Windrift Fabrication Ltd. #865,Kestrel Bay,0.77
SUP-0866,Silverline Components Co. #866,Stonebrook Junction,0.72
SUP-0867,Ashgrove Precision Works #867,Stonebrook Junction,0.7
SUP-0868,Northfield Precision Works #868,Kestrel Bay,0.94
SUP-0869,Riverside Fabrication Ltd. #869,Draymoor,0.83
SUP-0870,Riverside Components Co. #870,Draymoor,0.94
SUP-0871,Kestrel Tooling Group #871,Kestrel Bay,0.82
SUP-0872,Cobalt Peak Components Co. #872,Emberfield,0.81
SUP-0873,Windrift Components Co. #873,Marrow Vale,0.86
SUP-0874,Kestrel Fabrication Ltd. #874,Lindmoor,0.92
SUP-0875,Amberfield Fabrication Ltd. #875,Verdant Hollow,0.89
SUP-0876,Riverside Metal Forms Inc. #876,Windrift,0.84
SUP-0877,Graystone Components Co. #877,Marrow Vale,0.87
SUP-0878,Amberfield Components Co. #878,Draymoor,0.79
SUP-0879,Graystone Fabrication Ltd. #879,Kestrel Bay,0.89
SUP-0880,Graystone Metal Forms Inc. #880,Lindmoor,0.98
SUP-0881,Graystone Metal Forms Inc. #881,Stonebrook Junction,0.7
SUP-0882,Cobalt Peak Tooling Group #882,Verdant Hollow,0.93
SUP-0883,Riverside Components Co. #883,Windrift,0.97
SUP-0884,Cobalt Peak Metal Forms Inc. #884,Stonebrook Junction,0.8
SUP-0885,Northfield Components Co. #885,Verdant Hollow,0.78
SUP-0886,Cobalt Peak Precision Works #886,Northfell,0.74
SUP-0887,Cobalt Peak Tooling Group #887,Verdant Hollow,0.72
SUP-0888,Ashgrove Components Co. #888,Draymoor,0.88
SUP-0889,Graystone Precision Works #889,Northfell,0.71
SUP-0890,Ironwood Precision Works #890,Marrow Vale,0.72
SUP-0891,Kestrel Tooling Group #891,Draymoor,0.77
SUP-0892,Northfield Tooling Group #892,Verdant Hollow,0.89
SUP-0893,Ironwood Tooling Group #893,Northfell,0.81
SUP-0894,Graystone Metal Forms Inc. #894,Northfell,0.87
SUP-0895,Ashgrove Components Co. #895,Aurelport,0.73
SUP-0896,Amberfield Metal Forms Inc. #896,Marrow Vale,0.88
SUP-0897,Silverline Tooling Group #897,Northfell,0.75
SUP-0898,Cobalt Peak Metal Forms Inc. #898,Marrow Vale,0.75
SUP-0899,Amberfield Tooling Group #899,Emberfield,0.8
SUP-0900,Silverline Fabrication Ltd. #900,Emberfield,0.86
SUP-0901,Amberfield Tooling Group #901,Lindmoor,0.74
SUP-0902,Ashgrove Components Co. #902,Emberfield,0.78
SUP-0903,Northfield Tooling Group #903,Verdant Hollow,0.81
SUP-0904,Cobalt Peak Components Co. #904,Verdant Hollow,0.82
SUP-0905,Kestrel Fabrication Ltd. #905,Northfell,0.73
SUP-0906,Northfield Tooling Group #906,Marrow Vale,0.75
SUP-0907,Kestrel Tooling Group #907,Kestrel Bay,0.74
SUP-0908,Windrift Tooling Group #908,Kestrel Bay,0.97
SUP-0909,Riverside Precision Works #909,Lindmoor,0.94
SUP-0910,Graystone Precision Works #910,Verdant Hollow,0.91
SUP-0911,Northfield Metal Forms Inc. #911,Draymoor,0.79
SUP-0912,Kestrel Metal Forms Inc. #912,Verdant Hollow,0.92
SUP-0913,Windrift Tooling Group #913,Emberfield,0.85
SUP-0914,Northfield Metal Forms Inc. #914,Northfell,0.81
SUP-0915,Cobalt Peak Metal Forms Inc. #915,Verdant Hollow,0.75
SUP-0916,Windrift Components Co. #916,Verdant Hollow,0.73
SUP-0917,Silverline Tooling Group #917,Northfell,0.85
SUP-0918,Northfield Fabrication Ltd. #918,Kestrel Bay,0.95
SUP-0919,Riverside Metal Forms Inc. #919,Marrow Vale,0.79
SUP-0920,Windrift Tooling Group #920,Stonebrook Junction,0.7
SUP-0921,Amberfield Fabrication Ltd. #921,Stonebrook Junction,0.94
SUP-0922,Northfield Fabrication Ltd. #922,Lindmoor,0.87
SUP-0923,Kestrel Tooling Group #923,Lindmoor,0.84
SUP-0924,Windrift Components Co. #924,Aurelport,0.75
SUP-0925,Windrift Metal Forms Inc. #925,Stonebrook Junction,0.81
SUP-0926,Riverside Metal Forms Inc. #926,Kestrel Bay,0.73
SUP-0927,Ironwood Metal Forms Inc. #927,Marrow Vale,0.85
SUP-0928,Kestrel Tooling Group #928,Aurelport,0.96
SUP-0929,Windrift Metal Forms Inc. #929,Draymoor,0.97
SUP-0930,Ashgrove Components Co. #930,Kestrel Bay,0.91
SUP-0931,Riverside Components Co. #931,Lindmoor,0.95
SUP-0932,Riverside Tooling Group #932,Verdant Hollow,0.87
SUP-0933,Windrift Components Co. #933,Lindmoor,0.76
SUP-0934,Ironwood Tooling Group #934,Kestrel Bay,0.84
SUP-0935,Northfield Precision Works #935,Emberfield,0.88
SUP-0936,Ironwood Fabrication Ltd. #936,Lindmoor,0.96
SUP-0937,Graystone Fabrication Ltd. #937,Stonebrook Junction,0.92
SUP-0938,Ashgrove Tooling Group #938,Verdant Hollow,0.9
SUP-0939,Kestrel Precision Works #939,Lindmoor,0.87
SUP-0940,Windrift Metal Forms Inc. #940,Lindmoor,0.91
SUP-0941,Northfield Precision Works #941,Draymoor,0.8
SUP-0942,Cobalt Peak Components Co. #942,Marrow Vale,0.95
SUP-0943,Northfield Tooling Group #943,Emberfield,0.73
SUP-0944,Cobalt Peak Tooling Group #944,Kestrel Bay,0.83
SUP-0945,Ironwood Metal Forms Inc. #945,Verdant Hollow,0.96
SUP-0946,Ironwood Tooling Group #946,Northfell,0.98
SUP-0947,Graystone Components Co. #947,Verdant Hollow,0.78
SUP-0948,Amberfield Precision Works #948,Verdant Hollow,0.77
SUP-0949,Windrift Metal Forms Inc. #949,Marrow Vale,0.77
SUP-0950,Graystone Metal Forms Inc. #950,Kestrel Bay,0.88
SUP-0951,Northfield Components Co. #951,Verdant Hollow,0.83
SUP-0952,Amberfield Components Co. #952,Lindmoor,0.76
SUP-0953,Ironwood Metal Forms Inc. #953,Verdant Hollow,0.84
SUP-0954,Kestrel Components Co. #954,Aurelport,0.91
SUP-0955,Kestrel Precision Works #955,Draymoor,0.71
SUP-0956,Riverside Precision Works #956,Verdant Hollow,0.8
SUP-0957,Cobalt Peak Tooling Group #957,Emberfield,0.96
SUP-0958,Graystone Components Co. #958,Stonebrook Junction,0.81
SUP-0959,Ashgrove Metal Forms Inc. #959,Windrift,0.93
SUP-0960,Kestrel Precision Works #960,Northfell,0.75
SUP-0961,Ashgrove Tooling Group #961,Draymoor,0.88
SUP-0962,Cobalt Peak Fabrication Ltd. #962,Marrow Vale,0.74
SUP-0963,Amberfield Components Co. #963,Kestrel Bay,0.77
SUP-0964,Ashgrove Precision Works #964,Kestrel Bay,0.77
SUP-0965,Silverline Precision Works #965,Emberfield,0.82
SUP-0966,Cobalt Peak Components Co. #966,Verdant Hollow,0.74
SUP-0967,Ironwood Components Co. #967,Windrift,0.73
SUP-0968,Amberfield Fabrication Ltd. #968,Lindmoor,0.9
SUP-0969,Silverline Components Co. #969,Draymoor,0.89
SUP-0970,Amberfield Precision Works #970,Emberfield,0.81
SUP-0971,Ironwood Precision Works #971,Marrow Vale,0.81
SUP-0972,Northfield Precision Works #972,Draymoor,0.9
SUP-0973,Windrift Metal Forms Inc. #973,Draymoor,0.94
SUP-0974,Northfield Precision Works #974,Aurelport,0.75
SUP-0975,Cobalt Peak Tooling Group #975,Draymoor,0.88
SUP-0976,Ironwood Precision Works #976,Aurelport,0.85
SUP-0977,Graystone Metal Forms Inc. #977,Aurelport,0.82
SUP-0978,Northfield Tooling Group #978,Windrift,0.95
SUP-0979,Cobalt Peak Metal Forms Inc. #979,Lindmoor,0.77
SUP-0980,Cobalt Peak Fabrication Ltd. #980,Marrow Vale,0.8
SUP-0981,Ashgrove Tooling Group #981,Aurelport,0.78
SUP-0982,Riverside Fabrication Ltd. #982,Aurelport,0.81
SUP-0983,Windrift Components Co. #983,Aurelport,0.88
SUP-0984,Riverside Fabrication Ltd. #984,Emberfield,0.89
SUP-0985,Northfield Tooling Group #985,Marrow Vale,0.72
SUP-0986,Ashgrove Metal Forms Inc. #986,Aurelport,0.75
SUP-0987,Kestrel Precision Works #987,Windrift,0.84
SUP-0988,Amberfield Components Co. #988,Emberfield,0.83
SUP-0989,Riverside Components Co. #989,Windrift,0.77
SUP-0990,Silverline Fabrication Ltd. #990,Lindmoor,0.88
SUP-0991,Graystone Fabrication Ltd. #991,Marrow Vale,0.72
SUP-0992,Cobalt Peak Tooling Group #992,Marrow Vale,0.7
SUP-0993,Windrift Components Co. #993,Verdant Hollow,0.94
SUP-0994,Riverside Tooling Group #994,Lindmoor,0.92
SUP-0995,Riverside Tooling Group #995,Kestrel Bay,0.78
SUP-0996,Northfield Precision Works #996,Emberfield,0.76
SUP-0997,Kestrel Precision Works #997,Verdant Hollow,0.82
SUP-0998,Ironwood Metal Forms Inc. #998,Kestrel Bay,0.99
SUP-0999,Silverline Tooling Group #999,Emberfield,0.83
SUP-1000,Graystone Precision Works #1000,Aurelport,0.99
