change_id,issue_id,description,status,created_at
EC-02097,QI-08227,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-09
EC-02098,QI-04261,Engineering change addressing: surface finish outside specification,in_progress,2026-03-06
EC-02099,QI-03022,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-06-02
EC-02100,QI-02018,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-16
EC-02101,QI-02644,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-08-08
EC-02102,QI-00170,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-04-04
EC-02103,QI-08528,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-23
EC-02104,QI-04999,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-07
EC-02105,QI-11235,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-11
EC-02106,QI-08180,Engineering change addressing: material hardness below specification,approved,2026-07-01
EC-02107,QI-00526,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-03
EC-02108,QI-00479,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-03
EC-02109,QI-02409,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-08-14
EC-02110,QI-10277,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-13
EC-02111,QI-07932,Engineering change addressing: surface finish outside specification,approved,2026-03-28
EC-02112,QI-05260,Engineering change addressing: surface finish outside specification,proposed,2026-05-08
EC-02113,QI-05532,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-12
EC-02114,QI-03117,Engineering change addressing: material hardness below specification,implemented,2026-02-28
EC-02115,QI-02256,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-28
EC-02116,QI-11133,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-04
EC-02117,QI-05875,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-21
EC-02118,QI-11195,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-01-28
EC-02119,QI-06146,Engineering change addressing: surface finish outside specification,approved,2026-06-24
EC-02120,QI-02070,Engineering change addressing: material hardness below specification,in_progress,2026-01-20
EC-02121,QI-01896,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-07-15
EC-02122,QI-01513,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-06
EC-02123,QI-09051,Engineering change addressing: surface finish outside specification,in_progress,2026-01-16
EC-02124,QI-10364,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-28
EC-02125,QI-07910,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-23
EC-02126,QI-02582,Engineering change addressing: material hardness below specification,approved,2026-01-15
EC-02127,QI-03794,Engineering change addressing: material hardness below specification,approved,2026-02-01
EC-02128,QI-00345,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-19
EC-02129,QI-00107,Engineering change addressing: surface finish outside specification,implemented,2026-05-07
EC-02130,QI-00317,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-06-11
EC-02131,QI-04127,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-12
EC-02132,QI-03025,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-04
EC-02133,QI-06574,Engineering change addressing: material hardness below specification,proposed,2026-02-10
EC-02134,QI-07953,Engineering change addressing: surface finish outside specification,in_progress,2026-02-03
EC-02135,QI-06043,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-06-02
EC-02136,QI-01620,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-26
EC-02137,QI-07434,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-06-16
EC-02138,QI-06477,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-20
EC-02139,QI-04829,Engineering change addressing: surface finish outside specification,in_progress,2026-02-06
EC-02140,QI-03478,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-02-05
EC-02141,QI-09152,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-11
EC-02142,QI-11150,Engineering change addressing: surface finish outside specification,approved,2026-07-28
EC-02143,QI-11991,Engineering change addressing: surface finish outside specification,proposed,2026-06-08
EC-02144,QI-01007,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-06-11
EC-02145,QI-05738,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-19
EC-02146,QI-06030,Engineering change addressing: material hardness below specification,approved,2026-06-10
EC-02147,QI-04824,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-03
EC-02148,QI-07755,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-04-11
EC-02149,QI-01539,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-06-22
EC-02150,QI-00212,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-07
EC-02151,QI-02939,Engineering change addressing: material hardness below specification,implemented,2026-06-10
EC-02152,QI-07690,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-08-14
EC-02153,QI-03621,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-07-01
EC-02154,QI-03624,Engineering change addressing: material hardness below specification,proposed,2026-01-06
EC-02155,QI-09551,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-03-23
EC-02156,QI-00160,Engineering change addressing: surface finish outside specification,proposed,2026-05-19
EC-02157,QI-02720,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-19
EC-02158,QI-00076,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-06-20
EC-02159,QI-10030,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-06
EC-02160,QI-05587,Engineering change addressing: surface finish outside specification,in_progress,2026-03-12
EC-02161,QI-03492,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-04
EC-02162,QI-11185,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-08-20
EC-02163,QI-07168,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-28
EC-02164,QI-03990,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-20
EC-02165,QI-10187,Engineering change addressing: material hardness below specification,proposed,2026-07-26
EC-02166,QI-11823,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-24
EC-02167,QI-07480,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-07
EC-02168,QI-06683,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-01
EC-02169,QI-06841,Engineering change addressing: material hardness below specification,approved,2026-07-09
EC-02170,QI-10370,Engineering change addressing: surface finish outside specification,proposed,2026-02-15
EC-02171,QI-01994,Engineering change addressing: material hardness below specification,approved,2026-01-02
EC-02172,QI-09032,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-01
EC-02173,QI-07532,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-17
EC-02174,QI-05236,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-02-03
EC-02175,QI-05367,Engineering change addressing: material hardness below specification,proposed,2026-02-28
EC-02176,QI-07246,Engineering change addressing: material hardness below specification,approved,2026-04-26
EC-02177,QI-05758,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-03-19
EC-02178,QI-07878,Engineering change addressing: material hardness below specification,proposed,2026-05-21
EC-02179,QI-11795,Engineering change addressing: material hardness below specification,in_progress,2026-08-08
EC-02180,QI-09703,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-19
EC-02181,QI-00673,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-24
EC-02182,QI-11540,Engineering change addressing: surface finish outside specification,in_progress,2026-01-12
EC-02183,QI-01287,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-06-28
EC-02184,QI-08607,Engineering change addressing: material hardness below specification,approved,2026-01-22
EC-02185,QI-03598,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-02
EC-02186,QI-02361,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-28
EC-02187,QI-00794,Engineering change addressing: surface finish outside specification,in_progress,2026-02-26
EC-02188,QI-02463,Engineering change addressing: surface finish outside specification,proposed,2026-03-18
EC-02189,QI-06204,Engineering change addressing: material hardness below specification,implemented,2026-07-11
EC-02190,QI-05941,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-20
EC-02191,QI-03211,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-05
EC-02192,QI-08006,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-04-02
EC-02193,QI-10673,Engineering change addressing: surface finish outside specification,implemented,2026-05-10
EC-02194,QI-00519,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-05-13
EC-02195,QI-10124,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-11
EC-02196,QI-10095,Engineering change addressing: surface finish outside specification,approved,2026-03-24
EC-02197,QI-06530,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-03-02
EC-02198,QI-10334,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-07-15
EC-02199,QI-09190,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-04-01
EC-02200,QI-06869,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-03-24
EC-02201,QI-11724,Engineering change addressing: seal leakage detected during pressure test,approved,2026-04-07
EC-02202,QI-09890,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-05-25
EC-02203,QI-07911,Engineering change addressing: material hardness below specification,approved,2026-04-26
EC-02204,QI-02903,Engineering change addressing: surface finish outside specification,approved,2026-01-03
EC-02205,QI-05390,Engineering change addressing: material hardness below specification,implemented,2026-05-23
EC-02206,QI-01619,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-01
EC-02207,QI-07874,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-04-03
EC-02208,QI-01683,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-16
EC-02209,QI-10779,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-26
EC-02210,QI-05542,Engineering change addressing: surface finish outside specification,approved,2026-05-20
EC-02211,QI-11943,Engineering change addressing: seal leakage detected during pressure test,approved,2026-01-18
EC-02212,QI-07674,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-02-12
EC-02213,QI-10770,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-02-22
EC-02214,QI-04453,Engineering change addressing: seal leakage detected during pressure test,approved,2026-07-02
EC-02215,QI-00784,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-15
EC-02216,QI-05432,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-12
EC-02217,QI-09961,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-02-08
EC-02218,QI-11801,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-18
EC-02219,QI-06073,Engineering change addressing: material hardness below specification,implemented,2026-02-23
EC-02220,QI-08844,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-11
EC-02221,QI-04319,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-04
EC-02222,QI-05627,Engineering change addressing: material hardness below specification,proposed,2026-06-20
EC-02223,QI-05626,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-01
EC-02224,QI-03157,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-27
EC-02225,QI-05541,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-28
EC-02226,QI-01811,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-15
EC-02227,QI-07237,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-14
EC-02228,QI-05727,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-07-14
EC-02229,QI-00408,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-22
EC-02230,QI-07849,Engineering change addressing: surface finish outside specification,approved,2026-04-05
EC-02231,QI-06378,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-07-27
EC-02232,QI-02244,Engineering change addressing: material hardness below specification,in_progress,2026-08-10
EC-02233,QI-06776,Engineering change addressing: surface finish outside specification,approved,2026-04-26
EC-02234,QI-00113,Engineering change addressing: material hardness below specification,approved,2026-07-13
EC-02235,QI-04121,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-03-06
EC-02236,QI-04233,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-24
EC-02237,QI-03378,Engineering change addressing: surface finish outside specification,proposed,2026-02-13
EC-02238,QI-04203,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-07
EC-02239,QI-05593,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-05
EC-02240,QI-08135,Engineering change addressing: surface finish outside specification,proposed,2026-08-08
EC-02241,QI-03487,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-24
EC-02242,QI-05855,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-09
EC-02243,QI-05006,Engineering change addressing: surface finish outside specification,approved,2026-04-21
EC-02244,QI-06555,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-07-11
EC-02245,QI-07931,Engineering change addressing: surface finish outside specification,proposed,2026-03-25
EC-02246,QI-02449,Engineering change addressing: material hardness below specification,proposed,2026-05-12
EC-02247,QI-02529,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-07-02
EC-02248,QI-06535,Engineering change addressing: material hardness below specification,proposed,2026-05-23
EC-02249,QI-03019,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-12
EC-02250,QI-00543,Engineering change addressing: material hardness below specification,proposed,2026-06-26
EC-02251,QI-00258,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-04
EC-02252,QI-05182,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-09
EC-02253,QI-03274,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-08-07
EC-02254,QI-03835,Engineering change addressing: material hardness below specification,implemented,2026-02-08
EC-02255,QI-02192,Engineering change addressing: material hardness below specification,approved,2026-02-16
EC-02256,QI-02254,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-01
EC-02257,QI-02764,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-21
EC-02258,QI-08139,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-10
EC-02259,QI-04739,Engineering change addressing: surface finish outside specification,proposed,2026-02-11
EC-02260,QI-00605,Engineering change addressing: surface finish outside specification,approved,2026-06-10
EC-02261,QI-01913,Engineering change addressing: material hardness below specification,implemented,2026-05-01
EC-02262,QI-00792,Engineering change addressing: material hardness below specification,implemented,2026-08-23
EC-02263,QI-04767,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-01-15
EC-02264,QI-04010,Engineering change addressing: material hardness below specification,approved,2026-03-06
EC-02265,QI-03630,Engineering change addressing: material hardness below specification,implemented,2026-02-22
EC-02266,QI-10929,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-08-26
EC-02267,QI-00230,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-06-06
EC-02268,QI-08163,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-08-24
EC-02269,QI-08760,Engineering change addressing: surface finish outside specification,approved,2026-07-20
EC-02270,QI-01935,Engineering change addressing: surface finish outside specification,implemented,2026-01-24
EC-02271,QI-03508,Engineering change addressing: surface finish outside specification,proposed,2026-08-16
EC-02272,QI-03952,Engineering change addressing: material hardness below specification,approved,2026-08-01
EC-02273,QI-04470,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-10
EC-02274,QI-11688,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-07-01
EC-02275,QI-10327,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-05-27
EC-02276,QI-00273,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-05-16
EC-02277,QI-11940,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-07-08
EC-02278,QI-05500,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-05-06
EC-02279,QI-04350,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-28
EC-02280,QI-10619,Engineering change addressing: surface finish outside specification,implemented,2026-01-19
EC-02281,QI-02987,Engineering change addressing: material hardness below specification,proposed,2026-07-21
EC-02282,QI-10798,Engineering change addressing: material hardness below specification,approved,2026-05-04
EC-02283,QI-05844,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-04-27
EC-02284,QI-10271,Engineering change addressing: material hardness below specification,approved,2026-07-26
EC-02285,QI-09474,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-11
EC-02286,QI-04720,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-06
EC-02287,QI-04075,Engineering change addressing: intermittent sensor reading failure under load,in_progress,2026-04-11
EC-02288,QI-08471,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-11
EC-02289,QI-06544,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-03-09
EC-02290,QI-01018,Engineering change addressing: surface finish outside specification,implemented,2026-04-14
EC-02291,QI-10561,Engineering change addressing: material hardness below specification,proposed,2026-07-23
EC-02292,QI-05462,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-02-11
EC-02293,QI-01962,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-07-22
EC-02294,QI-00213,Engineering change addressing: surface finish outside specification,implemented,2026-03-13
EC-02295,QI-04227,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-19
EC-02296,QI-11855,Engineering change addressing: material hardness below specification,implemented,2026-08-01
EC-02297,QI-07429,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-02-28
EC-02298,QI-09470,Engineering change addressing: material hardness below specification,implemented,2026-03-25
EC-02299,QI-08727,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-01-22
EC-02300,QI-10886,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-04-08
EC-02301,QI-11618,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-18
EC-02302,QI-01789,Engineering change addressing: surface finish outside specification,proposed,2026-02-24
EC-02303,QI-04604,Engineering change addressing: surface finish outside specification,in_progress,2026-04-20
EC-02304,QI-08504,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-21
EC-02305,QI-04922,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-16
EC-02306,QI-03135,Engineering change addressing: surface finish outside specification,in_progress,2026-04-02
EC-02307,QI-04240,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-08
EC-02308,QI-06975,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-27
EC-02309,QI-10499,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-01-05
EC-02310,QI-00843,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-27
EC-02311,QI-00626,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-07
EC-02312,QI-04869,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-23
EC-02313,QI-10780,Engineering change addressing: surface finish outside specification,proposed,2026-07-23
EC-02314,QI-05939,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-06-17
EC-02315,QI-05426,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-25
EC-02316,QI-02243,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-04-13
EC-02317,QI-08098,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-01-12
EC-02318,QI-00028,Engineering change addressing: surface finish outside specification,in_progress,2026-07-16
EC-02319,QI-08803,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-01-07
EC-02320,QI-11673,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-03-18
EC-02321,QI-01669,Engineering change addressing: surface finish outside specification,proposed,2026-04-05
EC-02322,QI-01284,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-02-05
EC-02323,QI-02436,Engineering change addressing: surface finish outside specification,proposed,2026-03-12
EC-02324,QI-00089,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-08-13
EC-02325,QI-00916,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-05-16
EC-02326,QI-03097,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-08-20
EC-02327,QI-11314,Engineering change addressing: surface finish outside specification,approved,2026-03-03
EC-02328,QI-03193,Engineering change addressing: material hardness below specification,in_progress,2026-06-26
EC-02329,QI-03846,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-08-24
EC-02330,QI-04926,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-04-16
EC-02331,QI-00529,Engineering change addressing: surface finish outside specification,in_progress,2026-03-24
EC-02332,QI-04764,Engineering change addressing: material hardness below specification,approved,2026-06-16
EC-02333,QI-00333,Engineering change addressing: surface finish outside specification,approved,2026-04-04
EC-02334,QI-07025,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-01-19
EC-02335,QI-10309,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-01-13
EC-02336,QI-00663,Engineering change addressing: material hardness below specification,proposed,2026-01-10
EC-02337,QI-00098,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-26
EC-02338,QI-01459,Engineering change addressing: material hardness below specification,in_progress,2026-02-03
EC-02339,QI-03245,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-03-01
EC-02340,QI-07215,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-13
EC-02341,QI-03094,Engineering change addressing: seal leakage detected during pressure test,approved,2026-02-08
EC-02342,QI-07428,Engineering change addressing: material hardness below specification,proposed,2026-07-13
EC-02343,QI-04391,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-08-27
EC-02344,QI-04328,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-03-28
EC-02345,QI-03427,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-26
EC-02346,QI-02505,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-17
EC-02347,QI-03727,Engineering change addressing: surface finish outside specification,approved,2026-03-16
EC-02348,QI-00426,Engineering change addressing: intermittent sensor reading failure under load,approved,2026-08-17
EC-02349,QI-03323,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-04-15
EC-02350,QI-01824,Engineering change addressing: material hardness below specification,approved,2026-08-19
EC-02351,QI-08396,Engineering change addressing: material hardness below specification,implemented,2026-03-25
EC-02352,QI-02207,Engineering change addressing: dimensional deviation detected during incoming inspection,proposed,2026-03-20
EC-02353,QI-02588,Engineering change addressing: surface finish outside specification,in_progress,2026-06-19
EC-02354,QI-02052,Engineering change addressing: seal leakage detected during pressure test,approved,2026-08-23
EC-02355,QI-07665,Engineering change addressing: material hardness below specification,approved,2026-01-16
EC-02356,QI-12000,Engineering change addressing: surface finish outside specification,in_progress,2026-08-23
EC-02357,QI-06988,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-06-11
EC-02358,QI-07171,Engineering change addressing: seal leakage detected during pressure test,implemented,2026-02-13
EC-02359,QI-11642,Engineering change addressing: surface finish outside specification,in_progress,2026-07-14
EC-02360,QI-09429,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-01-16
EC-02361,QI-06322,Engineering change addressing: dimensional deviation detected during incoming inspection,in_progress,2026-05-20
EC-02362,QI-11456,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-06-01
EC-02363,QI-09994,Engineering change addressing: surface finish outside specification,proposed,2026-03-12
EC-02364,QI-02597,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-07-14
EC-02365,QI-04402,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-03-10
EC-02366,QI-06089,Engineering change addressing: surface finish outside specification,in_progress,2026-03-06
EC-02367,QI-02347,Engineering change addressing: seal leakage detected during pressure test,proposed,2026-07-03
EC-02368,QI-11590,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-10
EC-02369,QI-07791,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-06
EC-02370,QI-01048,Engineering change addressing: surface finish outside specification,in_progress,2026-04-20
EC-02371,QI-02699,Engineering change addressing: surface finish outside specification,approved,2026-01-14
EC-02372,QI-06531,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-01
EC-02373,QI-11905,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-01-28
EC-02374,QI-07829,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-07-25
EC-02375,QI-02440,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-03-26
EC-02376,QI-07309,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-06-08
EC-02377,QI-09740,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-05-01
EC-02378,QI-06018,Engineering change addressing: intermittent sensor reading failure under load,implemented,2026-04-09
EC-02379,QI-11743,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-18
EC-02380,QI-02348,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-02-06
EC-02381,QI-06438,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-02-15
EC-02382,QI-06119,Engineering change addressing: dimensional deviation detected during incoming inspection,implemented,2026-05-19
EC-02383,QI-09188,Engineering change addressing: seal leakage detected during pressure test,approved,2026-03-15
EC-02384,QI-00763,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-02-21
EC-02385,QI-11545,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-02-09
EC-02386,QI-11722,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-08-25
EC-02387,QI-06055,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-01-04
EC-02388,QI-06609,Engineering change addressing: fastener torque inconsistency observed on assembly line,implemented,2026-04-02
EC-02389,QI-01783,Engineering change addressing: seal leakage detected during pressure test,in_progress,2026-07-24
EC-02390,QI-10588,Engineering change addressing: surface finish outside specification,in_progress,2026-08-11
EC-02391,QI-11623,Engineering change addressing: material hardness below specification,implemented,2026-02-16
EC-02392,QI-00037,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-07-07
EC-02393,QI-07344,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-06-25
EC-02394,QI-07011,Engineering change addressing: surface finish outside specification,in_progress,2026-02-01
EC-02395,QI-05621,Engineering change addressing: material hardness below specification,in_progress,2026-02-05
EC-02396,QI-04244,Engineering change addressing: material hardness below specification,approved,2026-02-04
EC-02397,QI-07221,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-05-02
EC-02398,QI-11600,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-07-16
EC-02399,QI-09242,Engineering change addressing: material hardness below specification,implemented,2026-02-04
EC-02400,QI-01755,Engineering change addressing: intermittent sensor reading failure under load,proposed,2026-08-21
EC-02401,QI-01323,Engineering change addressing: fastener torque inconsistency observed on assembly line,proposed,2026-03-28
EC-02402,QI-04256,Engineering change addressing: material hardness below specification,approved,2026-02-16
EC-02403,QI-07527,Engineering change addressing: fastener torque inconsistency observed on assembly line,approved,2026-04-25
EC-02404,QI-03125,Engineering change addressing: fastener torque inconsistency observed on assembly line,in_progress,2026-05-17
EC-02405,QI-09687,Engineering change addressing: dimensional deviation detected during incoming inspection,approved,2026-08-08
