issue_id,part_id,factory_id,summary,severity,status,defect_rate_percent,detected_at
QI-06834,PART-01711,FAC-010,Surface finish outside specification,medium,investigating,2.35,2026-05-21
QI-06835,PART-02104,FAC-033,Dimensional deviation detected during incoming inspection,critical,investigating,4.96,2026-05-24
QI-06836,PART-04585,FAC-002,Intermittent sensor reading failure under load,critical,resolved,8.04,2026-02-24
QI-06837,PART-03954,FAC-029,Fastener torque inconsistency observed on assembly line,critical,investigating,7.28,2026-07-04
QI-06838,PART-00141,FAC-019,Seal leakage detected during pressure test,medium,engineering_review,11.73,2026-08-13
QI-06839,PART-03027,FAC-004,Surface finish outside specification,medium,engineering_review,11.5,2026-03-19
QI-06840,PART-04281,FAC-003,Seal leakage detected during pressure test,medium,open,10.54,2026-05-13
QI-06841,PART-04810,FAC-032,Material hardness below specification,low,resolved,7.67,2026-07-09
QI-06842,PART-02475,FAC-010,Intermittent sensor reading failure under load,medium,open,9.96,2026-08-26
QI-06843,PART-00304,FAC-004,Surface finish outside specification,low,engineering_review,7.46,2026-03-03
QI-06844,PART-01334,FAC-015,Dimensional deviation detected during incoming inspection,low,open,6.99,2026-03-20
QI-06845,PART-04967,FAC-008,Intermittent sensor reading failure under load,high,open,1.8,2026-04-14
QI-06846,PART-01828,FAC-011,Surface finish outside specification,critical,engineering_review,4.34,2026-07-05
QI-06847,PART-03444,FAC-034,Seal leakage detected during pressure test,critical,resolved,10.32,2026-05-10
QI-06848,PART-04697,FAC-028,Intermittent sensor reading failure under load,critical,investigating,3.01,2026-03-11
QI-06849,PART-04725,FAC-023,Dimensional deviation detected during incoming inspection,high,open,3.22,2026-03-04
QI-06850,PART-02367,FAC-004,Seal leakage detected during pressure test,medium,engineering_review,1.56,2026-08-07
QI-06851,PART-03422,FAC-016,Seal leakage detected during pressure test,high,open,0.39,2026-07-15
QI-06852,PART-03096,FAC-033,Dimensional deviation detected during incoming inspection,critical,open,4.89,2026-01-09
QI-06853,PART-00624,FAC-002,Surface finish outside specification,high,investigating,0.29,2026-02-15
QI-06854,PART-02780,FAC-039,Surface finish outside specification,critical,open,6.11,2026-07-21
QI-06855,PART-02521,FAC-019,Seal leakage detected during pressure test,low,engineering_review,9.67,2026-04-10
QI-06856,PART-00703,FAC-005,Dimensional deviation detected during incoming inspection,low,engineering_review,0.11,2026-05-19
QI-06857,PART-03861,FAC-001,Seal leakage detected during pressure test,low,engineering_review,9.27,2026-03-08
QI-06858,PART-00661,FAC-007,Dimensional deviation detected during incoming inspection,low,open,5.43,2026-04-16
QI-06859,PART-01556,FAC-007,Intermittent sensor reading failure under load,medium,resolved,9.73,2026-02-13
QI-06860,PART-03372,FAC-003,Surface finish outside specification,critical,open,0.23,2026-05-13
QI-06861,PART-04165,FAC-006,Intermittent sensor reading failure under load,low,open,7.15,2026-07-25
QI-06862,PART-02345,FAC-007,Surface finish outside specification,medium,resolved,11.2,2026-03-07
QI-06863,PART-01371,FAC-020,Fastener torque inconsistency observed on assembly line,medium,open,2.57,2026-06-26
QI-06864,PART-01119,FAC-002,Intermittent sensor reading failure under load,medium,open,7.33,2026-04-18
QI-06865,PART-03308,FAC-003,Fastener torque inconsistency observed on assembly line,critical,engineering_review,7.62,2026-02-12
QI-06866,PART-03723,FAC-018,Seal leakage detected during pressure test,critical,engineering_review,4.57,2026-06-13
QI-06867,PART-00342,FAC-039,Fastener torque inconsistency observed on assembly line,critical,investigating,8.85,2026-02-22
QI-06868,PART-01057,FAC-012,Dimensional deviation detected during incoming inspection,medium,resolved,2.92,2026-06-24
QI-06869,PART-01177,FAC-030,Dimensional deviation detected during incoming inspection,medium,resolved,6.24,2026-03-24
QI-06870,PART-00944,FAC-001,Seal leakage detected during pressure test,high,resolved,2.36,2026-07-21
QI-06871,PART-03775,FAC-003,Dimensional deviation detected during incoming inspection,medium,resolved,5.16,2026-04-12
QI-06872,PART-01281,FAC-024,Material hardness below specification,high,investigating,5.32,2026-06-01
QI-06873,PART-04795,FAC-005,Dimensional deviation detected during incoming inspection,medium,open,6.82,2026-02-15
QI-06874,PART-02451,FAC-003,Surface finish outside specification,medium,resolved,0.23,2026-06-19
QI-06875,PART-02190,FAC-009,Fastener torque inconsistency observed on assembly line,high,open,2.66,2026-04-07
QI-06876,PART-01893,FAC-007,Surface finish outside specification,medium,engineering_review,9.2,2026-05-14
QI-06877,PART-02656,FAC-016,Intermittent sensor reading failure under load,low,investigating,0.67,2026-08-22
QI-06878,PART-04304,FAC-024,Seal leakage detected during pressure test,medium,open,9.65,2026-08-12
QI-06879,PART-00686,FAC-003,Intermittent sensor reading failure under load,high,engineering_review,8.73,2026-01-11
QI-06880,PART-01555,FAC-003,Material hardness below specification,critical,resolved,8.01,2026-03-06
QI-06881,PART-02035,FAC-008,Fastener torque inconsistency observed on assembly line,medium,investigating,11.83,2026-07-26
QI-06882,PART-00174,FAC-021,Dimensional deviation detected during incoming inspection,critical,investigating,9.65,2026-05-04
QI-06883,PART-04995,FAC-020,Fastener torque inconsistency observed on assembly line,low,resolved,0.3,2026-01-25
QI-06884,PART-01020,FAC-024,Dimensional deviation detected during incoming inspection,critical,open,4.4,2026-01-14
QI-06885,PART-02156,FAC-010,Seal leakage detected during pressure test,high,open,5.88,2026-07-22
QI-06886,PART-03357,FAC-008,Material hardness below specification,medium,open,6.44,2026-07-09
QI-06887,PART-03056,FAC-016,Fastener torque inconsistency observed on assembly line,critical,engineering_review,8.0,2026-01-13
QI-06888,PART-00937,FAC-009,Fastener torque inconsistency observed on assembly line,low,resolved,7.61,2026-04-25
QI-06889,PART-03405,FAC-013,Dimensional deviation detected during incoming inspection,medium,investigating,0.77,2026-01-16
QI-06890,PART-00629,FAC-010,Dimensional deviation detected during incoming inspection,critical,engineering_review,5.64,2026-03-12
QI-06891,PART-00612,FAC-037,Intermittent sensor reading failure under load,critical,resolved,7.08,2026-01-22
QI-06892,PART-01763,FAC-017,Fastener torque inconsistency observed on assembly line,medium,open,7.31,2026-05-11
QI-06893,PART-04592,FAC-010,Material hardness below specification,medium,investigating,10.79,2026-01-26
QI-06894,PART-04365,FAC-032,Intermittent sensor reading failure under load,critical,investigating,11.46,2026-01-21
QI-06895,PART-02846,FAC-005,Seal leakage detected during pressure test,low,investigating,0.93,2026-05-20
QI-06896,PART-01928,FAC-023,Intermittent sensor reading failure under load,critical,resolved,4.19,2026-04-09
QI-06897,PART-04890,FAC-015,Intermittent sensor reading failure under load,medium,engineering_review,2.44,2026-03-10
QI-06898,PART-04646,FAC-009,Dimensional deviation detected during incoming inspection,low,open,4.58,2026-01-04
QI-06899,PART-02243,FAC-005,Dimensional deviation detected during incoming inspection,high,engineering_review,6.47,2026-08-11
QI-06900,PART-02404,FAC-012,Surface finish outside specification,medium,open,3.44,2026-01-25
QI-06901,PART-01003,FAC-036,Fastener torque inconsistency observed on assembly line,low,engineering_review,1.02,2026-03-24
QI-06902,PART-01768,FAC-005,Dimensional deviation detected during incoming inspection,high,resolved,2.23,2026-07-21
QI-06903,PART-01284,FAC-033,Dimensional deviation detected during incoming inspection,low,engineering_review,8.2,2026-04-21
QI-06904,PART-01999,FAC-016,Intermittent sensor reading failure under load,medium,open,6.87,2026-05-11
QI-06905,PART-01606,FAC-027,Seal leakage detected during pressure test,critical,open,7.69,2026-06-28
QI-06906,PART-03499,FAC-017,Fastener torque inconsistency observed on assembly line,medium,engineering_review,0.45,2026-08-16
QI-06907,PART-01742,FAC-013,Dimensional deviation detected during incoming inspection,high,resolved,3.82,2026-06-04
QI-06908,PART-00232,FAC-004,Intermittent sensor reading failure under load,high,open,8.4,2026-04-04
QI-06909,PART-04873,FAC-005,Seal leakage detected during pressure test,critical,resolved,1.89,2026-01-27
QI-06910,PART-04802,FAC-001,Seal leakage detected during pressure test,medium,investigating,7.91,2026-01-25
QI-06911,PART-03615,FAC-034,Seal leakage detected during pressure test,medium,resolved,2.63,2026-05-19
QI-06912,PART-02484,FAC-008,Intermittent sensor reading failure under load,high,investigating,11.8,2026-07-11
QI-06913,PART-00817,FAC-021,Material hardness below specification,high,investigating,3.77,2026-06-10
QI-06914,PART-01140,FAC-001,Material hardness below specification,high,open,1.5,2026-04-08
QI-06915,PART-03728,FAC-002,Intermittent sensor reading failure under load,low,resolved,7.93,2026-08-13
QI-06916,PART-02965,FAC-027,Material hardness below specification,medium,investigating,6.52,2026-02-21
QI-06917,PART-03683,FAC-013,Material hardness below specification,medium,investigating,4.75,2026-04-25
QI-06918,PART-01632,FAC-010,Fastener torque inconsistency observed on assembly line,high,engineering_review,1.91,2026-07-20
QI-06919,PART-04191,FAC-023,Seal leakage detected during pressure test,low,resolved,4.84,2026-06-15
QI-06920,PART-04605,FAC-018,Fastener torque inconsistency observed on assembly line,critical,investigating,4.91,2026-06-24
QI-06921,PART-02623,FAC-024,Dimensional deviation detected during incoming inspection,critical,open,9.81,2026-03-12
QI-06922,PART-01786,FAC-023,Surface finish outside specification,high,engineering_review,3.72,2026-08-06
QI-06923,PART-02110,FAC-005,Seal leakage detected during pressure test,medium,open,5.49,2026-07-20
QI-06924,PART-02098,FAC-031,Dimensional deviation detected during incoming inspection,low,engineering_review,7.91,2026-03-18
QI-06925,PART-00835,FAC-027,Fastener torque inconsistency observed on assembly line,critical,investigating,6.31,2026-01-22
QI-06926,PART-01523,FAC-005,Material hardness below specification,medium,engineering_review,9.9,2026-05-06
QI-06927,PART-00280,FAC-008,Fastener torque inconsistency observed on assembly line,medium,resolved,10.26,2026-02-14
QI-06928,PART-01245,FAC-021,Intermittent sensor reading failure under load,high,engineering_review,4.33,2026-03-07
QI-06929,PART-04599,FAC-030,Fastener torque inconsistency observed on assembly line,high,investigating,6.75,2026-07-25
QI-06930,PART-03258,FAC-006,Fastener torque inconsistency observed on assembly line,critical,resolved,9.05,2026-07-10
QI-06931,PART-00653,FAC-001,Fastener torque inconsistency observed on assembly line,medium,investigating,4.74,2026-08-10
QI-06932,PART-01410,FAC-038,Fastener torque inconsistency observed on assembly line,low,resolved,1.12,2026-07-11
QI-06933,PART-00588,FAC-010,Intermittent sensor reading failure under load,medium,resolved,3.22,2026-02-27
QI-06934,PART-00868,FAC-012,Seal leakage detected during pressure test,critical,resolved,8.4,2026-08-09
QI-06935,PART-00451,FAC-026,Seal leakage detected during pressure test,critical,engineering_review,8.01,2026-01-14
QI-06936,PART-03628,FAC-022,Fastener torque inconsistency observed on assembly line,high,investigating,0.85,2026-08-15
QI-06937,PART-00406,FAC-014,Dimensional deviation detected during incoming inspection,medium,engineering_review,9.96,2026-02-17
QI-06938,PART-04706,FAC-024,Fastener torque inconsistency observed on assembly line,critical,investigating,6.46,2026-04-14
QI-06939,PART-03907,FAC-034,Surface finish outside specification,medium,engineering_review,9.76,2026-07-02
QI-06940,PART-03786,FAC-011,Seal leakage detected during pressure test,low,engineering_review,6.5,2026-06-15
QI-06941,PART-00232,FAC-004,Material hardness below specification,high,resolved,11.41,2026-02-24
QI-06942,PART-00526,FAC-010,Fastener torque inconsistency observed on assembly line,critical,resolved,5.17,2026-07-16
QI-06943,PART-02019,FAC-009,Material hardness below specification,critical,resolved,6.76,2026-06-01
QI-06944,PART-03140,FAC-013,Surface finish outside specification,critical,open,3.46,2026-02-22
QI-06945,PART-04927,FAC-029,Fastener torque inconsistency observed on assembly line,high,resolved,5.03,2026-02-17
QI-06946,PART-02313,FAC-011,Material hardness below specification,high,engineering_review,9.92,2026-07-18
QI-06947,PART-00707,FAC-034,Intermittent sensor reading failure under load,low,open,9.51,2026-02-18
QI-06948,PART-03851,FAC-009,Surface finish outside specification,medium,investigating,9.62,2026-08-09
QI-06949,PART-01093,FAC-029,Dimensional deviation detected during incoming inspection,high,open,4.04,2026-06-20
QI-06950,PART-02111,FAC-007,Material hardness below specification,low,open,9.71,2026-02-10
QI-06951,PART-02808,FAC-018,Surface finish outside specification,low,investigating,5.02,2026-02-07
QI-06952,PART-02659,FAC-014,Surface finish outside specification,medium,investigating,0.83,2026-06-21
QI-06953,PART-04790,FAC-028,Fastener torque inconsistency observed on assembly line,critical,open,7.24,2026-06-22
QI-06954,PART-00858,FAC-019,Seal leakage detected during pressure test,high,investigating,1.83,2026-05-23
QI-06955,PART-00783,FAC-011,Material hardness below specification,critical,resolved,8.31,2026-05-22
QI-06956,PART-02582,FAC-001,Surface finish outside specification,low,investigating,2.82,2026-06-16
QI-06957,PART-04389,FAC-003,Surface finish outside specification,medium,resolved,8.87,2026-03-10
QI-06958,PART-03040,FAC-005,Material hardness below specification,medium,investigating,11.83,2026-02-27
QI-06959,PART-01385,FAC-011,Dimensional deviation detected during incoming inspection,high,open,4.69,2026-04-06
QI-06960,PART-01602,FAC-012,Seal leakage detected during pressure test,low,resolved,11.61,2026-05-14
QI-06961,PART-02600,FAC-009,Surface finish outside specification,low,resolved,10.39,2026-04-15
QI-06962,PART-04609,FAC-003,Material hardness below specification,low,resolved,11.04,2026-06-23
QI-06963,PART-02787,FAC-013,Seal leakage detected during pressure test,high,open,4.88,2026-08-11
QI-06964,PART-03535,FAC-029,Dimensional deviation detected during incoming inspection,low,investigating,5.76,2026-04-17
QI-06965,PART-04813,FAC-002,Seal leakage detected during pressure test,high,resolved,3.49,2026-01-14
QI-06966,PART-03539,FAC-029,Material hardness below specification,low,resolved,4.11,2026-05-04
QI-06967,PART-04945,FAC-006,Material hardness below specification,high,open,1.28,2026-06-28
QI-06968,PART-00785,FAC-014,Dimensional deviation detected during incoming inspection,medium,open,0.84,2026-05-22
QI-06969,PART-00898,FAC-015,Surface finish outside specification,medium,open,1.7,2026-01-11
QI-06970,PART-03251,FAC-014,Dimensional deviation detected during incoming inspection,medium,open,8.63,2026-02-17
QI-06971,PART-01750,FAC-015,Dimensional deviation detected during incoming inspection,low,open,9.53,2026-05-25
QI-06972,PART-04806,FAC-021,Fastener torque inconsistency observed on assembly line,critical,open,11.24,2026-06-05
QI-06973,PART-01526,FAC-012,Surface finish outside specification,high,investigating,0.24,2026-02-07
QI-06974,PART-04769,FAC-003,Seal leakage detected during pressure test,high,open,1.25,2026-08-10
QI-06975,PART-02721,FAC-001,Seal leakage detected during pressure test,low,open,3.08,2026-01-27
QI-06976,PART-03886,FAC-009,Surface finish outside specification,high,open,1.16,2026-02-15
QI-06977,PART-04055,FAC-017,Dimensional deviation detected during incoming inspection,low,engineering_review,2.95,2026-03-18
QI-06978,PART-02656,FAC-016,Surface finish outside specification,medium,investigating,2.51,2026-05-09
QI-06979,PART-04034,FAC-012,Intermittent sensor reading failure under load,high,resolved,1.73,2026-07-03
QI-06980,PART-01934,FAC-006,Surface finish outside specification,low,resolved,11.51,2026-08-07
QI-06981,PART-02153,FAC-006,Intermittent sensor reading failure under load,medium,engineering_review,8.79,2026-01-27
QI-06982,PART-04515,FAC-022,Material hardness below specification,high,investigating,10.81,2026-08-28
QI-06983,PART-04709,FAC-027,Intermittent sensor reading failure under load,low,engineering_review,7.3,2026-03-11
QI-06984,PART-04196,FAC-010,Surface finish outside specification,medium,engineering_review,10.37,2026-03-11
QI-06985,PART-01573,FAC-010,Fastener torque inconsistency observed on assembly line,low,engineering_review,9.56,2026-04-15
QI-06986,PART-00777,FAC-021,Seal leakage detected during pressure test,medium,investigating,2.74,2026-01-26
QI-06987,PART-01679,FAC-033,Material hardness below specification,high,resolved,5.33,2026-08-12
QI-06988,PART-02830,FAC-028,Fastener torque inconsistency observed on assembly line,low,investigating,3.66,2026-06-11
QI-06989,PART-03346,FAC-003,Seal leakage detected during pressure test,high,open,9.07,2026-06-21
QI-06990,PART-00378,FAC-014,Dimensional deviation detected during incoming inspection,low,open,3.49,2026-01-20
QI-06991,PART-04450,FAC-014,Dimensional deviation detected during incoming inspection,critical,resolved,1.25,2026-01-24
QI-06992,PART-03561,FAC-039,Surface finish outside specification,high,investigating,2.44,2026-01-09
QI-06993,PART-02249,FAC-008,Intermittent sensor reading failure under load,medium,investigating,10.45,2026-02-09
QI-06994,PART-02056,FAC-023,Material hardness below specification,medium,investigating,10.45,2026-05-22
QI-06995,PART-02453,FAC-030,Intermittent sensor reading failure under load,high,engineering_review,1.43,2026-01-06
QI-06996,PART-04711,FAC-008,Intermittent sensor reading failure under load,high,resolved,11.04,2026-06-11
QI-06997,PART-02785,FAC-014,Material hardness below specification,critical,resolved,7.86,2026-05-20
QI-06998,PART-00143,FAC-008,Dimensional deviation detected during incoming inspection,medium,investigating,1.12,2026-04-06
QI-06999,PART-01224,FAC-016,Dimensional deviation detected during incoming inspection,high,resolved,1.0,2026-01-16
QI-07000,PART-02429,FAC-006,Intermittent sensor reading failure under load,medium,open,7.38,2026-08-11
QI-07001,PART-01013,FAC-036,Intermittent sensor reading failure under load,medium,engineering_review,11.34,2026-01-06
QI-07002,PART-02646,FAC-004,Intermittent sensor reading failure under load,low,open,10.41,2026-08-04
QI-07003,PART-00219,FAC-001,Seal leakage detected during pressure test,low,investigating,10.45,2026-08-20
QI-07004,PART-03940,FAC-005,Intermittent sensor reading failure under load,low,investigating,0.29,2026-05-11
QI-07005,PART-01490,FAC-020,Seal leakage detected during pressure test,low,investigating,2.52,2026-04-10
QI-07006,PART-00689,FAC-002,Intermittent sensor reading failure under load,high,resolved,4.74,2026-03-03
QI-07007,PART-00168,FAC-008,Fastener torque inconsistency observed on assembly line,critical,resolved,6.03,2026-04-28
QI-07008,PART-00676,FAC-001,Surface finish outside specification,medium,resolved,11.82,2026-03-18
QI-07009,PART-02606,FAC-014,Surface finish outside specification,critical,resolved,6.54,2026-07-18
QI-07010,PART-04586,FAC-036,Seal leakage detected during pressure test,medium,engineering_review,7.01,2026-05-03
QI-07011,PART-04184,FAC-034,Surface finish outside specification,medium,investigating,8.73,2026-02-01
QI-07012,PART-02967,FAC-002,Fastener torque inconsistency observed on assembly line,medium,engineering_review,3.07,2026-08-03
QI-07013,PART-03092,FAC-026,Material hardness below specification,low,engineering_review,8.72,2026-03-19
QI-07014,PART-03103,FAC-017,Surface finish outside specification,critical,resolved,8.72,2026-02-10
QI-07015,PART-04348,FAC-027,Dimensional deviation detected during incoming inspection,critical,engineering_review,0.94,2026-05-07
QI-07016,PART-01698,FAC-033,Intermittent sensor reading failure under load,critical,investigating,4.8,2026-03-28
QI-07017,PART-00173,FAC-009,Fastener torque inconsistency observed on assembly line,medium,open,0.96,2026-03-02
QI-07018,PART-03984,FAC-028,Surface finish outside specification,high,open,4.44,2026-04-24
QI-07019,PART-03272,FAC-010,Fastener torque inconsistency observed on assembly line,medium,engineering_review,8.79,2026-06-21
QI-07020,PART-00247,FAC-012,Surface finish outside specification,low,engineering_review,5.75,2026-01-19
QI-07021,PART-03673,FAC-006,Intermittent sensor reading failure under load,critical,open,9.76,2026-05-20
QI-07022,PART-00563,FAC-007,Intermittent sensor reading failure under load,medium,investigating,3.45,2026-07-16
QI-07023,PART-04551,FAC-002,Seal leakage detected during pressure test,medium,engineering_review,6.93,2026-08-02
QI-07024,PART-04895,FAC-023,Seal leakage detected during pressure test,low,engineering_review,7.7,2026-05-22
QI-07025,PART-04784,FAC-004,Dimensional deviation detected during incoming inspection,critical,resolved,5.81,2026-01-19
QI-07026,PART-00840,FAC-007,Material hardness below specification,medium,investigating,4.51,2026-04-13
QI-07027,PART-00394,FAC-035,Surface finish outside specification,medium,open,10.71,2026-05-03
QI-07028,PART-01721,FAC-004,Surface finish outside specification,low,investigating,2.02,2026-01-15
QI-07029,PART-00703,FAC-005,Intermittent sensor reading failure under load,high,investigating,6.03,2026-06-24
QI-07030,PART-01044,FAC-003,Surface finish outside specification,high,engineering_review,7.27,2026-01-24
QI-07031,PART-04670,FAC-002,Seal leakage detected during pressure test,high,engineering_review,4.64,2026-06-06
QI-07032,PART-01065,FAC-008,Fastener torque inconsistency observed on assembly line,high,engineering_review,1.36,2026-08-09
QI-07033,PART-02059,FAC-012,Dimensional deviation detected during incoming inspection,critical,investigating,8.9,2026-03-09
QI-07034,PART-00240,FAC-011,Seal leakage detected during pressure test,high,investigating,6.88,2026-06-17
QI-07035,PART-01671,FAC-009,Material hardness below specification,medium,open,7.84,2026-06-17
QI-07036,PART-00836,FAC-010,Intermittent sensor reading failure under load,high,investigating,1.46,2026-03-12
QI-07037,PART-00389,FAC-013,Material hardness below specification,medium,engineering_review,4.09,2026-06-20
QI-07038,PART-03220,FAC-019,Intermittent sensor reading failure under load,critical,resolved,10.71,2026-06-01
QI-07039,PART-03640,FAC-005,Intermittent sensor reading failure under load,medium,engineering_review,5.69,2026-05-16
QI-07040,PART-03691,FAC-010,Fastener torque inconsistency observed on assembly line,high,investigating,7.02,2026-04-27
QI-07041,PART-02384,FAC-007,Seal leakage detected during pressure test,low,open,5.83,2026-05-27
QI-07042,PART-04191,FAC-023,Surface finish outside specification,medium,engineering_review,9.38,2026-04-26
QI-07043,PART-00172,FAC-004,Fastener torque inconsistency observed on assembly line,critical,resolved,4.08,2026-07-13
QI-07044,PART-03757,FAC-006,Dimensional deviation detected during incoming inspection,low,investigating,9.64,2026-08-14
QI-07045,PART-01852,FAC-015,Dimensional deviation detected during incoming inspection,medium,resolved,10.92,2026-01-08
QI-07046,PART-00212,FAC-016,Intermittent sensor reading failure under load,low,open,2.14,2026-05-25
QI-07047,PART-03449,FAC-011,Fastener torque inconsistency observed on assembly line,low,investigating,2.81,2026-04-08
QI-07048,PART-01247,FAC-011,Seal leakage detected during pressure test,medium,open,10.28,2026-02-19
QI-07049,PART-00988,FAC-036,Intermittent sensor reading failure under load,low,investigating,4.28,2026-04-16
QI-07050,PART-03477,FAC-006,Material hardness below specification,critical,resolved,4.82,2026-01-28
QI-07051,PART-01305,FAC-005,Material hardness below specification,high,investigating,4.25,2026-05-04
QI-07052,PART-03628,FAC-022,Material hardness below specification,high,resolved,2.18,2026-02-28
QI-07053,PART-01831,FAC-018,Material hardness below specification,critical,open,4.26,2026-05-17
QI-07054,PART-02352,FAC-011,Surface finish outside specification,low,engineering_review,0.61,2026-02-02
QI-07055,PART-04387,FAC-032,Dimensional deviation detected during incoming inspection,low,open,8.87,2026-08-05
QI-07056,PART-04496,FAC-012,Material hardness below specification,medium,engineering_review,5.03,2026-07-22
QI-07057,PART-01190,FAC-007,Fastener torque inconsistency observed on assembly line,high,engineering_review,2.14,2026-04-15
QI-07058,PART-02210,FAC-022,Fastener torque inconsistency observed on assembly line,high,resolved,8.88,2026-07-12
QI-07059,PART-00569,FAC-025,Seal leakage detected during pressure test,medium,investigating,7.85,2026-05-02
QI-07060,PART-00895,FAC-013,Fastener torque inconsistency observed on assembly line,critical,engineering_review,4.39,2026-02-09
QI-07061,PART-04204,FAC-002,Intermittent sensor reading failure under load,high,engineering_review,3.71,2026-02-20
QI-07062,PART-04244,FAC-011,Seal leakage detected during pressure test,high,investigating,10.16,2026-07-17
QI-07063,PART-00277,FAC-028,Intermittent sensor reading failure under load,critical,open,0.22,2026-04-13
QI-07064,PART-00818,FAC-028,Material hardness below specification,high,resolved,0.91,2026-08-01
QI-07065,PART-01180,FAC-011,Seal leakage detected during pressure test,critical,open,3.72,2026-02-28
QI-07066,PART-02817,FAC-019,Surface finish outside specification,low,engineering_review,7.45,2026-06-18
QI-07067,PART-00735,FAC-027,Fastener torque inconsistency observed on assembly line,low,engineering_review,0.48,2026-04-17
QI-07068,PART-01021,FAC-010,Intermittent sensor reading failure under load,critical,open,6.46,2026-08-13
QI-07069,PART-00376,FAC-006,Intermittent sensor reading failure under load,medium,open,8.51,2026-07-13
QI-07070,PART-02096,FAC-016,Material hardness below specification,critical,investigating,9.79,2026-03-19
QI-07071,PART-04415,FAC-014,Fastener torque inconsistency observed on assembly line,high,engineering_review,10.74,2026-05-11
QI-07072,PART-01186,FAC-037,Material hardness below specification,critical,resolved,4.99,2026-01-27
QI-07073,PART-03604,FAC-021,Intermittent sensor reading failure under load,medium,open,4.83,2026-01-18
QI-07074,PART-01701,FAC-007,Fastener torque inconsistency observed on assembly line,medium,resolved,11.82,2026-02-09
QI-07075,PART-00746,FAC-022,Material hardness below specification,low,open,11.04,2026-06-13
QI-07076,PART-03289,FAC-014,Intermittent sensor reading failure under load,high,open,5.99,2026-08-08
QI-07077,PART-04942,FAC-030,Intermittent sensor reading failure under load,critical,engineering_review,9.61,2026-06-11
QI-07078,PART-00499,FAC-006,Material hardness below specification,medium,engineering_review,7.19,2026-03-27
QI-07079,PART-00354,FAC-002,Material hardness below specification,medium,engineering_review,7.58,2026-06-17
QI-07080,PART-01814,FAC-001,Seal leakage detected during pressure test,medium,open,11.69,2026-01-27
QI-07081,PART-02638,FAC-015,Fastener torque inconsistency observed on assembly line,medium,open,1.19,2026-06-05
QI-07082,PART-04685,FAC-009,Seal leakage detected during pressure test,high,open,6.6,2026-03-22
QI-07083,PART-03586,FAC-027,Material hardness below specification,critical,open,0.44,2026-07-22
QI-07084,PART-00248,FAC-001,Surface finish outside specification,high,investigating,1.75,2026-02-12
QI-07085,PART-02164,FAC-003,Fastener torque inconsistency observed on assembly line,medium,open,2.93,2026-02-12
QI-07086,PART-01363,FAC-023,Dimensional deviation detected during incoming inspection,low,investigating,0.41,2026-06-16
QI-07087,PART-03385,FAC-024,Dimensional deviation detected during incoming inspection,critical,open,9.81,2026-08-25
QI-07088,PART-01524,FAC-015,Seal leakage detected during pressure test,medium,resolved,4.99,2026-03-15
QI-07089,PART-01291,FAC-014,Seal leakage detected during pressure test,high,engineering_review,9.91,2026-04-10
QI-07090,PART-04114,FAC-018,Surface finish outside specification,high,investigating,6.76,2026-04-24
QI-07091,PART-01313,FAC-015,Surface finish outside specification,critical,engineering_review,8.13,2026-08-05
QI-07092,PART-04661,FAC-035,Fastener torque inconsistency observed on assembly line,critical,investigating,6.48,2026-06-21
QI-07093,PART-01795,FAC-032,Dimensional deviation detected during incoming inspection,critical,resolved,5.83,2026-06-09
QI-07094,PART-04825,FAC-001,Material hardness below specification,low,engineering_review,1.4,2026-08-18
QI-07095,PART-04110,FAC-016,Material hardness below specification,critical,engineering_review,9.85,2026-08-10
QI-07096,PART-04241,FAC-001,Intermittent sensor reading failure under load,high,engineering_review,5.02,2026-01-20
QI-07097,PART-04966,FAC-008,Surface finish outside specification,critical,resolved,4.43,2026-01-01
QI-07098,PART-03534,FAC-003,Fastener torque inconsistency observed on assembly line,medium,resolved,5.66,2026-07-18
QI-07099,PART-02102,FAC-021,Seal leakage detected during pressure test,low,resolved,4.33,2026-07-08
QI-07100,PART-04249,FAC-037,Seal leakage detected during pressure test,critical,resolved,3.43,2026-06-19
QI-07101,PART-02302,FAC-005,Material hardness below specification,critical,engineering_review,5.47,2026-08-09
QI-07102,PART-04050,FAC-017,Fastener torque inconsistency observed on assembly line,medium,investigating,7.35,2026-04-19
QI-07103,PART-03553,FAC-009,Intermittent sensor reading failure under load,high,engineering_review,0.11,2026-07-05
QI-07104,PART-01241,FAC-018,Material hardness below specification,critical,open,3.74,2026-02-14
QI-07105,PART-04641,FAC-004,Surface finish outside specification,critical,investigating,2.19,2026-07-04
QI-07106,PART-01695,FAC-016,Seal leakage detected during pressure test,low,resolved,8.65,2026-04-03
QI-07107,PART-02625,FAC-008,Fastener torque inconsistency observed on assembly line,medium,resolved,9.38,2026-02-14
QI-07108,PART-01577,FAC-003,Intermittent sensor reading failure under load,medium,open,6.06,2026-04-24
QI-07109,PART-03725,FAC-010,Fastener torque inconsistency observed on assembly line,medium,open,2.56,2026-05-19
QI-07110,PART-00276,FAC-008,Surface finish outside specification,critical,engineering_review,6.09,2026-08-01
QI-07111,PART-02160,FAC-025,Intermittent sensor reading failure under load,critical,engineering_review,1.41,2026-04-18
QI-07112,PART-02214,FAC-008,Intermittent sensor reading failure under load,low,investigating,9.41,2026-02-13
QI-07113,PART-04246,FAC-009,Intermittent sensor reading failure under load,critical,investigating,6.22,2026-02-06
